월,일자,두께,소재폭,제품폭,마진,두께그룹,폭그룹,마진그룹,강종,품명그룹,기준장력,No.,생산일,라인,생산지시번호,작업장,소재번호,소유,품명,유형,재질,Size,수량,소재중량,소재길이,제품번호,제품구분,생산중량,수율(%),Size.1,단중,중량,Gross중량,도유,장력1,스피드1,장력2,스피드2,장력3,스피드3,장력,스피드,수요가,OK,NG
4,44316,1.0,1104.4,1089.0,15.400000000000093,1.0≤t＜1.1,1000≤w＜1100,6mm↑,80K,GI 외,250,1194,20210430,STL,DP210429027,OO철강(주)XX공장,21/CRF457-C01,임가공,CR,Skelp,ISC SPFC780DP,1.008 x 1104.4 x C,1,24470,2843.0,21/CRF457-P03,제품,24140,98.65,1.008 x 1089 x C,8070.0,8070,8043,AH,270.0,98.0,437.0,196.0,403.0,186.0,370,160,OO제철(주)XX,1,0
5,44323,0.7,1244.2,1225.0,19.200000000000045,0.7≤t＜0.8,1200≤w＜1300,6mm↑,일반,GI 외,220,1392,20210507,STL,DP210503131,OO철강(주)XX공장,21/BAT7104-C01,임가공,GI,Skelp,HS-SGCC,0.728 x 1244.2 x C,1,28650,4100.0,21/BAT7104-P02,제품,27840,97.17,0.728 x 1225 x C,9270.0,9270,9403,XX,370.0,193.0,367.0,202.0,349.0,193.0,362,196,OO제철(주)XX,1,0
1,44224,0.6,1479.4,1475.0,4.400000000000091,0.6≤t＜0.7,1400≤w＜1500,6mm↓,일반,GI 외,220,391,20210128,STL,DP210118110,OO철강(주)XX공장,21/BAQ7440B-C01,임가공,GA,Skelp,SGACUD,0.657 x 1479.4 x C,1,12360,1656.0,21/BAQ7440B-P01,제품,12380,100.16,0.657 x 1475 x C,9870.0,9870,12323,AL,229.0,58.0,258.0,59.0,278.0,56.0,255,58,OO제철(주)XX,0,1
7,44401,0.6,1589.6,1373.0,216.5999999999999,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,2211,20210724,STL,DP210722038,OO철강(주)XX공장,21/BAV2732B-C01,임가공,GI,Skelp,FEP05+Z,0.656 x 1589.6 x C,1,16660,2061.0,21/BAV2732B-P01,제품,14380,86.31,0.656 x 1373 x C,14380.0,14380,14390,AH,378.0,161.0,375.0,160.0,366.0,151.0,373,157,OO제철(주)XX,1,0
3,44278,0.7,1352.3,1347.0,5.2999999999999545,0.7≤t＜0.8,1300≤w＜1400,6mm↓,일반,GI 외,230,781,20210323,STL,DP210311032,OO철강(주)XX공장,21/BAR7838B-C01,임가공,GA,Skelp,SGACUD,0.707 x 1352.3 x C,1,14460,1957.0,21/BAR7838B-P01,제품,14360,99.31,0.707 x 1347 x C,14360.0,14360,14403,AL,254.0,64.0,294.0,69.0,327.0,70.0,292,68,OO제철(주)XX,1,0
7,44400,0.8,1062.8,1058.0,4.7999999999999545,0.8≤t＜0.9,1000≤w＜1100,6mm↓,일반,GI 외,210,2192,20210723,STL,DP210722025,OO철강(주)XX공장,21/CRZ087-C01,임가공,CR,Skelp,JSC440W,0.894 x 1062.8 x C,1,24440,3320.0,21/CRZ087-P01,제품,24300,99.43,0.894 x 1058 x C,8090.0,8090,8110,AH,225.0,60.0,251.0,60.0,277.0,57.0,251,59,OO제철(주)XX,1,0
1,44200,1.6,1431.6,1431.6,0.0,1.6≤t＜1.7,1400≤w＜1500,정정,일반,GI 오일링,450,18,20210104,STL,DP210101025,OO철강(주)XX공장,21/CQB776A-C01,임가공,GI,Skelp,GM-CR340LAD+Z,1.628 x 1431.6 x C,1,10490,580.0,21/CQB776A-P01,제품,10490,100.0,1.628 x 1431.6 x C,10490.0,10490,10490,AH,441.0,154.0,402.0,159.0,373.0,139.0,405,151,OO제철(주)XX,0,1
2,44251,0.6,1543.1,1404.0,139.0999999999999,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,618,20210224,STL,DP210217054,OO철강(주)XX공장,21/BAR0991C-C01,임가공,GA,Skelp,SGACUD,0.658 x 1543.1 x C,1,10480,1316.0,21/BAR0991C-P01,제품,9520,90.84,0.658 x 1404 x C,9520.0,9520,9535,AL,240.0,80.0,259.0,76.0,267.0,59.0,255,72,OO제철(주)XX,1,0
5,44321,0.7,962.2,962.2,0.0,0.7≤t＜0.8,900≤w＜1000,정정,일반,GI 외,200,1273,20210505,STL,DP210504114,OO철강(주)XX공장,21/BAT4649A-C01,임가공,CR,Skelp,SPCC,0.788 x 962.2 x C,1,11180,1893.0,21/BAT4649A-P01,제품,11170,99.91,0.788 x 962.2 x C,11170.0,11170,11180,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44300,1.6,1116.4,1116.4,0.0,1.6≤t＜1.7,1100≤w＜1200,정정,100K,GI 외,360,1006,20210414,STL,DP210412284,OO철강(주)XX공장,21/CQF529A-P01,임가공,GA,Skelp,SGAFC980Y,1.631 x 1116.4 x C,1,9960,706.0,21/CQF529A-P02,제품,9950,99.9,1.631 x 1116.4 x C,9950.0,9950,9960,AG,404.0,157.0,398.0,156.0,353.0,128.0,385,147,OO제철(주)XX,1,0
1,44223,0.6,1319.8,1315.0,4.7999999999999545,0.6≤t＜0.7,1300≤w＜1400,6mm↓,일반,GI 외,200,360,20210127,STL,DP210113035,OO철강(주)XX공장,21/BAQ5029B-C01,임가공,GA,Skelp,SGACUD,0.657 x 1319.8 x C,1,14520,2178.0,21/BAQ5029B-P01,제품,14510,99.93,0.657 x 1315 x C,14510.0,14510,14467,AL,240.0,59.0,284.0,61.0,316.0,61.0,280,60,OO제철(주)XX,0,1
7,44389,0.7,1689.5,1539.0,150.5,0.7≤t＜0.8,1500≤w＜1600,6mm↑,일반,GI 외,260,2070,20210712,STL,DP210709037,OO철강(주)XX공장,21/BAU1874A-C01,임가공,GA,Skelp,SGACUD,0.7 x 1689.5 x C,1,10390,1130.0,21/BAU1874A-P01,제품,9440,90.86,0.7 x 1539 x C,9440.0,9440,9464,AL,276.0,120.0,274.0,120.0,263.0,97.0,271,112,OO제철(주)XX,1,0
3,44278,0.6,1577.5,1479.0,98.5,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 외,220,787,20210323,STL,DP210322062,OO철강(주)XX공장,21/BAR5315A-C01,임가공,GA,Skelp,SGACUD,0.653 x 1577.5 x C,1,13580,1691.0,21/BAR5315A-P01,제품,12760,93.96,0.653 x 1479 x C,12760.0,12760,12732,AL,360.0,143.0,360.0,149.0,351.0,142.0,357,145,OO제철(주)XX,1,0
1,44207,1.0,1060.8,1047.0,13.799999999999956,1.0≤t＜1.1,1000≤w＜1100,6mm↑,80K,GI 외,250,116,20210111,STL,DP210109004,OO철강(주)XX공장,21/CQF747-C01,임가공,CR,Skelp,SPFC780DP,1.013 x 1060.8 x C,1,21310,2566.0,21/CQF747-P02,제품,21070,98.87,1.013 x 1047 x C,10570.0,10570,10516,AH,170.0,63.0,295.0,146.0,280.0,137.0,248,115,OO제철(주)XX,0,1
2,44231,0.8,1195.0,1180.0,15.0,0.8≤t＜0.9,1100≤w＜1200,6mm↑,일반,GI 오일링,270,463,20210204,STL,DP210201077,OO철강(주)XX공장,21/BAR1959-C01,임가공,GI,Skelp,EN-DX54D+Z,0.896 x 1195 x C,1,18230,2184.0,21/BAR1959-P01,제품,18010,98.79,0.896 x 1180 x C,8980.0,8980,9001,F1,310.0,126.0,313.0,128.0,314.0,114.0,312,123,OO제철(주)XX,1,0
7,44389,0.6,1591.6,1414.0,177.5999999999999,0.6≤t＜0.7,1400≤w＜1500,6mm↑,일반,GI 오일링,260,2061,20210712,STL,DP210708084,OO철강(주)XX공장,21/BAV2737B-C01,임가공,GI,Skelp,SGCUD,0.651 x 1591.6 x C,1,22080,2743.0,21/BAV2737B-P02,제품,19530,88.45,0.651 x 1414 x C,9760.0,9760,9808,AG,200.0,16.0,200.0,16.0,200.0,16.0,200,16,OO제철(주)XX,0,1
5,44336,1.6,898.1,884.0,14.100000000000025,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,1552,20210520,STL,DP210503114,OO철강(주)XX공장,21/CRE837-C01,임가공,CR,Skelp,ISC SPFC780DP,1.615 x 898.1 x C,1,15720,1395.0,21/CRE837-P01,제품,15450,98.28,1.615 x 884 x C,7720.0,7720,7737,AH,273.0,101.0,296.0,106.0,359.0,140.0,309,116,OO제철(주)XX,0,1
4,44292,0.6,1217.2,1212.0,5.2000000000000455,0.6≤t＜0.7,1200≤w＜1300,6mm↓,일반,GI 외,200,908,20210406,STL,DP210405087,OO철강(주)XX공장,21/BAR5723B-C01,임가공,GA,Skelp,SGACD,0.607 x 1217.2 x C,1,14200,2488.0,21/BAR5723B-P01,제품,14120,99.44,0.607 x 1212 x C,14120.0,14120,14139,AG,257.0,55.0,303.0,59.0,338.0,57.0,299,57,OO제철(주)XX,0,1
1,44223,1.9,1018.9,1008.0,10.899999999999975,1.9≤t＜5.0,1000≤w＜1100,6mm↑,60K,GI 외,380,357,20210127,STL,DP201222101,OO철강(주)XX공장,20/CPZ241A-C01,임가공,GA,Skelp,SGAFC590,1.991 x 1018.9 x C,1,7520,478.0,20/CPZ241A-P01,제품,7440,98.94,1.991 x 1008 x C,4320.0,4320,7440,AG,433.0,145.0,427.0,149.0,338.0,102.0,399,132,OO제철(주)XX,1,0
5,44344,1.1,1581.8,1572.0,9.799999999999956,1.1≤t＜1.2,1500≤w＜1600,6mm↑,일반,GI 외,360,1701,20210528,STL,DP210526033,OO철강(주)XX공장,21/CRL893-C01,임가공,CR,Skelp,SPCC,1.19 x 1581.8 x C,1,27490,1872.0,21/CRL893-P01,제품,27300,99.31,1.19 x 1572 x C,13610.0,13610,13660,AH,220.0,72.0,220.0,72.0,220.0,72.0,220,72,OO제철(주)XX,0,1
5,44327,1.0,911.5,898.0,13.5,1.0≤t＜1.1,800≤w＜900,6mm↑,일반,GI 외,210,1465,20210511,STL,DP210503130,OO철강(주)XX공장,21/BAS8271-C01,임가공,GI,Skelp,A653-CS/B,1.0 x 911.5 x C,1,19400,2757.0,21/BAS8271-P04,제품,19110,98.51,1.0 x 898 x C,4780.0,4780,4778,XX,346.0,158.0,357.0,171.0,298.0,126.0,334,152,OO제철(주)XX,1,0
5,44320,0.4,1175.2,1166.0,9.200000000000044,0.4≤t≤0.5,1100≤w＜1200,6mm↑,일반,GI 외,200,1233,20210504,STL,DP210429095,OO철강(주)XX공장,21/BAT3850-C01,임가공,GI,Skelp,JS-SGCC,0.438 x 1175.2 x C,1,25560,6396.0,21/BAT3850-P02,제품,25340,99.14,0.438 x 1166 x C,12700.0,12700,12680,XX,219.0,79.0,249.0,113.0,269.0,114.0,246,102,OO제철(주)XX,1,0
1,44224,0.6,1479.9,1475.0,4.900000000000091,0.6≤t＜0.7,1400≤w＜1500,6mm↓,일반,GI 외,220,393,20210128,STL,DP210118111,OO철강(주)XX공장,21/BAQ7440A-C01,임가공,GA,Skelp,SGACUD,0.658 x 1479.9 x C,1,12120,1622.0,21/BAQ7440A-P01,제품,12120,100.0,0.658 x 1475 x C,12120.0,12120,12080,AL,235.0,60.0,266.0,60.0,288.0,60.0,263,60,OO제철(주)XX,1,0
2,44251,0.7,1461.0,1441.0,20.0,0.7≤t＜0.8,1400≤w＜1500,6mm↑,일반,GI 오일링,300,622,20210224,STL,DP210218152,OO철강(주)XX공장,21/BAR3873-C01,임가공,GI,Skelp,GE-DC56D+Z,0.711 x 1461 x C,1,27890,3462.0,21/BAR3873-P02,제품,27550,98.78,0.711 x 1441 x C,13820.0,13820,13754,AG,290.0,103.0,280.0,102.0,319.0,101.0,296,102,OO제철(주)XX,0,1
5,44342,1.4,1217.5,1204.0,13.5,1.4≤t＜1.5,1200≤w＜1300,6mm↑,80K,GI 외,350,1656,20210526,STL,DP210517259,OO철강(주)XX공장,21/CRG508-C01,임가공,GA,Skelp,SGAFC780DP,1.424 x 1217.5 x C,1,25670,1920.0,21/CRG508-P02,제품,25400,98.95,1.424 x 1204 x C,12630.0,12630,12693,AG,409.0,157.0,459.0,191.0,370.0,130.0,413,159,OO제철(주)XX,1,0
5,44326,1.0,1231.7,1222.0,9.700000000000044,1.0≤t＜1.1,1200≤w＜1300,6mm↑,일반,GI 오일링,360,1431,20210510,STL,DP210503110,OO철강(주)XX공장,21/BAT5471-C01,임가공,GI,Skelp,JS-SGCC,1.037 x 1231.7 x C,1,26590,2685.0,21/BAT5471-P06,제품,26360,99.14,1.037 x 1222 x C,4400.0,4400,4397,AL,309.0,114.0,305.0,115.0,273.0,87.0,296,105,OO제철(주)XX,0,1
1,44226,0.8,1549.5,1530.0,19.5,0.8≤t＜0.9,1500≤w＜1600,6mm↑,일반,GI 외,290,431,20210130,STL,DP210128096,OO철강(주)XX공장,21/BAR0940-C01,임가공,GI,Skelp,KS-SGCC,0.805 x 1549.5 x C,1,26040,2698.0,21/BAR0940-P02,제품,25750,98.89,0.805 x 1530 x C,4750.0,4750,5142,XX,291.0,96.0,280.0,99.0,269.0,88.0,280,94,OO제철(주)XX,1,0
1,44216,0.9,1237.1,1224.0,13.099999999999907,0.9≤t＜1.0,1200≤w＜1300,6mm↑,일반,GI 외,270,282,20210120,STL,DP210119038,OO철강(주)XX공장,21/BAQ6623-C01,임가공,GI,Skelp,A653-CS/B,0.918 x 1237.1 x C,1,26430,3005.0,21/BAQ6623-P04,제품,26180,99.05,0.918 x 1224 x C,5210.0,5210,5230,XX,264.0,100.0,307.0,131.0,286.0,111.0,286,114,OO제철(주)XX,0,1
5,44340,1.9,1292.4,1292.4,0.0,1.9≤t＜5.0,1200≤w＜1300,정정,60K,GI 외,430,1622,20210524,STL,DP210520122,OO철강(주)XX공장,21/CRJ453B-F02,자사임,GA,Skelp,SGAFC590DP,1.985 x 1292.4 x C,1,11660,0.0,21/CRJ453B-P03,제품,11640,99.83,1.985 x 1292.4 x C,11640.0,11640,11660,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44322,1.1,1208.5,1208.5,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,1343,20210506,STL,DP210504150,OO철강(주)XX공장,21/BAT4830A-C01,임가공,CR,Skelp,EN-DC01 A,1.11 x 1208.5 x C,1,9090,871.0,21/BAT4830A-P01,제품,9060,99.67,1.11 x 1208.5 x C,9060.0,9060,9090,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44222,0.9,946.0,946.0,0.0,0.9≤t＜1.0,900≤w＜1000,정정,일반,GI 오일링,250,339,20210126,STL,DP210120040,OO철강(주)XX공장,21/BAQ4471-P01,임가공,GI,Skelp,PSA-ES+Z,0.97 x 946 x C,1,16290,1162.5,21/BAQ4471-P02,제품,16290,100.0,0.97 x 946 x C,16290.0,16290,16290,QG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44207,0.6,1317.8,1317.8,0.0,0.6≤t＜0.7,1300≤w＜1400,정정,일반,GI 외,200,130,20210111,STL,DP210111014,OO철강(주)XX공장,21/BAQ4759A-C01,임가공,GA,Skelp,SGACUD,0.654 x 1317.8 x C,1,14070,2114.0,21/BAQ4759A-P01,제품,13180,93.67,0.654 x 1317.8 x C,13180.0,13180,14070,AL,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44221,0.7,1629.0,1494.0,135.0,0.7≤t＜0.8,1400≤w＜1500,6mm↑,일반,GI 외,250,296,20210125,STL,DP210101019,OO철강(주)XX공장,21/BAP7319BA-C01,임가공,GA,Skelp,SGACUD,0.7 x 1629 x C,1,8790,992.0,21/BAP7319BA-P01,제품,8070,91.81,0.7 x 1494 x C,8070.0,8070,8062,AL,364.0,160.0,349.0,160.0,319.0,147.0,344,156,OO제철(주)XX,1,0
6,44369,1.6,1527.6,1527.6,0.0,1.6≤t＜1.7,1500≤w＜1600,정정,일반,GI 외,430,1931,20210622,STL,DP210621056,OO철강(주)XX공장,21/CRR923C-C01,임가공,CR,Skelp,SPCD,1.604 x 1527.6 x C,1,10280,537.0,21/CRR923C-P01,제품,10240,99.61,1.604 x 1527.6 x C,10240.0,10240,10280,AG,430.0,162.0,430.0,162.0,380.0,124.0,413,149,OO제철(주)XX,1,0
2,44240,0.7,1131.7,1131.7,0.0,0.7≤t＜0.8,1100≤w＜1200,정정,일반,GI 외,200,548,20210213,STL,DP210212027,OO철강(주)XX공장,21/BAQ9442A-C01,임가공,CR,Skelp,ISC SPRC440,0.799 x 1131.7 x C,1,8240,1180.0,21/BAQ9442A-P01,제품,8210,99.64,0.799 x 1131.7 x C,8210.0,8210,8240,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44257,2.0,991.1,974.0,17.100000000000023,1.9≤t＜5.0,900≤w＜1000,6mm↑,60K,GI 외,380,626,20210302,STL,DP210203031,OO철강(주)XX공장,21/BAR3396-C01,임가공,GA,Skelp,SGAFH590FB,2.032 x 991.1 x C,1,22650,1454.0,21/BAR3396-P01,제품,22260,98.28,2.032 x 974 x C,11130.0,11130,11130,AH,210.0,80.0,253.0,100.0,293.0,93.0,252,91,OO제철(주)XX,0,1
5,44322,1.1,1209.1,1209.1,0.0,1.1≤t＜1.2,1200≤w＜1300,정정,일반,GI 외,310,1316,20210506,STL,DP210504077,OO철강(주)XX공장,21/BAT4838C-C01,임가공,CR,Skelp,EN-DC01 A,1.109 x 1209.1 x C,1,8990,863.0,21/BAT4838C-P01,제품,8960,99.67,1.109 x 1209.1 x C,8960.0,8960,8990,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
2,44230,1.1,1025.3,1025.3,0.0,1.1≤t＜1.2,1000≤w＜1100,정정,60K,GI 외,280,448,20210203,STL,DP210119034,OO철강(주)XX공장,21/CQH278B-C01,임가공,CR,Skelp,SPFC590,1.193 x 1025.3 x C,1,11160,1183.0,21/CQH278B-P01,제품,11185,100.22,1.193 x 1025.3 x C,11185.0,11185,11160,AH,459.0,202.0,432.0,202.0,1386.0,170.0,759,191,OO제철(주)XX,1,0
5,44337,1.2,1461.9,1446.0,15.900000000000093,1.2≤t＜1.3,1400≤w＜1500,6mm↑,일반,GI 외,370,1583,20210521,STL,DP210517260,OO철강(주)XX공장,21/CRH196-C01,임가공,AC,Skelp,SABC1470,1.231 x 1461.9 x C,1,28580,2108.0,21/CRH196-P03,제품,28240,98.81,1.231 x 1446 x C,9370.0,9370,9423,AL,282.0,93.0,339.0,130.0,332.0,113.0,318,112,OO제철(주)XX,0,1
7,44386,0.6,1130.0,1130.0,0.0,0.6≤t＜0.7,1100≤w＜1200,정정,일반,GI 외,200,2050,20210709,STL,DP210708025,OO철강(주)XX공장,21/BAU7054-P01,임가공,CR,Skelp,SPRC340,0.686 x 1130 x C,1,11530,1920.0,21/BAU7054-P03,제품,11520,99.91,0.686 x 1130 x C,11520.0,11520,11530,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
4,44295,1.6,899.4,884.0,15.399999999999975,1.6≤t＜1.7,800≤w＜900,6mm↑,80K,GI 외,310,955,20210409,STL,DP210407023,OO철강(주)XX공장,21/CQZ284-C01,임가공,CR,Skelp,ISC SPFC780DP,1.619 x 899.4 x C,1,19140,1693.0,21/CQZ284-P01,제품,18820,98.33,1.619 x 884 x C,9410.0,9410,9406,AH,321.0,132.0,347.0,153.0,356.0,144.0,341,143,OO제철(주)XX,1,0
1,44201,1.5,1123.1,1104.0,19.09999999999991,1.5≤t＜1.6,1100≤w＜1200,6mm↑,일반,GI 외,350,32,20210105,STL,DP210104032,OO철강(주)XX공장,21/BAQ3450-C01,임가공,GA,Skelp,SGARC440,1.584 x 1123.1 x C,1,23950,1750.0,21/BAQ3450-P02,제품,23680,98.87,1.584 x 1104 x C,11850.0,11850,11771,AG,310.0,117.0,413.0,159.0,387.0,148.0,370,141,OO제철(주)XX,0,1
5,44321,0.8,1221.6,1221.6,0.0,0.8≤t＜0.9,1200≤w＜1300,정정,60K,GI 외,250,1296,20210505,STL,DP210504155,OO철강(주)XX공장,21/BAT3181A-C01,임가공,CR,Skelp,SPFC590DP,0.896 x 1221.6 x C,1,12330,1463.0,21/BAT3181A-P01,제품,12310,99.84,0.896 x 1221.6 x C,12310.0,12310,12330,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44257,2.0,991.1,974.0,17.100000000000023,1.9≤t＜5.0,900≤w＜1000,6mm↑,60K,GI 외,380,627,20210302,STL,DP210203031,OO철강(주)XX공장,21/BAR3396-C01,임가공,GA,Skelp,SGAFH590FB,2.032 x 991.1 x C,1,22650,1454.0,21/BAR3396-P02,제품,22260,98.28,2.032 x 974 x C,11130.0,11130,11130,AH,276.0,104.0,324.0,104.0,414.0,90.0,338,99,OO제철(주)XX,0,1
2,44235,2.9,1383.2,1383.2,0.0,1.9≤t＜5.0,1300≤w＜1400,정정,일반,GI 외,430,481,20210208,STL,DP210205054,OO철강(주)XX공장,21/BAR3200B-C01,임가공,GA,Skelp,SGAPH440,2.958 x 1383.2 x C,1,13000,408.0,21/BAR3200B-P01,제품,13010,100.08,2.958 x 1383.2 x C,13010.0,13010,13000,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
3,44270,0.7,1110.5,979.0,131.5,0.7≤t＜0.8,900≤w＜1000,6mm↑,일반,GI 오일링,200,684,20210315,STL,DP210312062,OO철강(주)XX공장,21/CQK262B-C01,임가공,GI,Skelp,EN-DX53D+Z,0.795 x 1110.5 x C,1,9230,1338.0,21/CQK262B-P01,제품,7960,86.24,0.795 x 979 x C,7960.0,7960,8137,F1,339.0,139.0,338.0,149.0,297.0,93.0,325,127,OO제철(주)XX,1,0
2,44251,0.6,1168.0,1151.0,17.0,0.6≤t＜0.7,1100≤w＜1200,6mm↑,일반,GI 오일링,210,620,20210224,STL,DP210218150,OO철강(주)XX공장,21/BAR2792B-C01,임가공,GI,Skelp,GE-DC56D+Z,0.662 x 1168 x C,1,21750,3622.0,21/BAR2792B-P02,제품,21470,98.71,0.662 x 1151 x C,10760.0,10760,10717,AG,280.0,102.0,391.0,152.0,368.0,141.0,346,132,OO제철(주)XX,1,0
4,44314,0.6,1413.9,1413.9,0.0,0.6≤t＜0.7,1400≤w＜1500,정정,일반,GI 오일링,260,1169,20210428,STL,DP210422069,OO철강(주)XX공장,21/BAS8383A-C01,임가공,GI,Skelp,SGCUD,0.663 x 1413.9 x C,1,9850,1354.0,21/BAS8383A-P01,제품,9830,99.8,0.663 x 1413.9 x C,9830.0,9830,9850,AG,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
5,44330,1.5,1048.1,1048.1,0.0,1.5≤t＜1.6,1000≤w＜1100,정정,60K,GI 외,330,1524,20210514,STL,DP210512098,OO철강(주)XX공장,21/CRG121B-C01,임가공,CR,Skelp,SPFC590,1.587 x 1048.1 x C,1,10180,790.0,21/CRG121B-P01,제품,10130,99.51,1.587 x 1048.1 x C,10130.0,10130,10180,AH,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
1,44223,1.2,1241.7,1223.0,18.700000000000045,1.2≤t＜1.3,1200≤w＜1300,6mm↑,일반,GI 외,320,375,20210127,STL,DP210125249,OO철강(주)XX공장,21/BAQ9649-C01,임가공,GI,Skelp,A653-CS/B,1.229 x 1241.7 x C,1,19290,1634.0,21/BAQ9649-P01,제품,19030,98.65,1.229 x 1223 x C,19030.0,19030,18999,XX,377.0,168.0,415.0,168.0,412.0,155.0,401,164,OO제철(주)XX,1,0
1,44208,0.9,965.9,946.0,19.899999999999977,0.9≤t＜1.0,900≤w＜1000,6mm↑,일반,GI 오일링,250,162,20210112,STL,DP210111135,OO철강(주)XX공장,21/BAQ5272-C01,임가공,GI,Skelp,PSA-ES+Z,0.965 x 965.9 x C,1,12930,1782.0,21/BAQ5272-P01,제품,12670,97.99,0.965 x 946 x C,12670.0,12670,12664,QG,302.0,152.0,297.0,153.0,299.0,146.0,299,150,OO제철(주)XX,1,0
5,44322,1.0,1191.3,1191.3,0.0,1.0≤t＜1.1,1100≤w＜1200,정정,일반,GI 외,270,1304,20210506,STL,DP210504050,OO철강(주)XX공장,21/BAS8546C-C01,임가공,CR,Skelp,SPRC440,1.0 x 1191.3 x C,1,8710,945.0,21/BAS8546C-P01,제품,8690,99.77,1.0 x 1191.3 x C,8690.0,8690,8710,AS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,OO제철(주)XX,0,1
7,44401,0.6,1588.9,1373.0,215.9000000000001,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,2208,20210724,STL,DP210722035,OO철강(주)XX공장,21/BAV2734A-C01,임가공,GI,Skelp,FEP05+Z,0.656 x 1588.9 x C,1,16570,2051.0,21/BAV2734A-P01,제품,14310,86.36,0.656 x 1373 x C,14310.0,14310,14318,AH,332.0,136.0,356.0,153.0,309.0,124.0,332,138,OO제철(주)XX,1,0
7,44383,0.8,875.7,864.0,11.700000000000044,0.8≤t＜0.9,800≤w＜900,6mm↑,80K,GI 외,200,2016,20210706,STL,DP210705106,OO철강(주)XX공장,21/CRU726-C01,임가공,CR,Skelp,SPFC780DP,0.898 x 875.7 x C,1,19760,3242.0,21/CRU726-P01,제품,19480,98.58,0.898 x 864 x C,9720.0,9720,9748,AH,276.0,154.0,286.0,160.0,290.0,147.0,284,154,OO제철(주)XX,1,0
3,44270,2.3,1259.7,1174.0,85.70000000000005,1.9≤t＜5.0,1100≤w＜1200,6mm↑,80K,GI 외,410,683,20210315,STL,DP210312058,OO철강(주)XX공장,21/CQM318-C01,임가공,CR,Skelp,SPFC780DP,2.306 x 1259.7 x C,1,23170,1027.0,21/CQM318-P02,제품,21640,93.4,2.306 x 1174 x C,10800.0,10800,10797,AH,345.0,84.0,430.0,98.0,459.0,99.0,411,94,OO제철(주)XX,0,1
5,44342,0.6,1582.6,1373.0,209.5999999999999,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,1666,20210526,STL,DP210517283,OO철강(주)XX공장,21/BAT3126-C01,임가공,GI,Skelp,FEP05+Z,0.653 x 1582.6 x C,1,29920,3737.0,21/BAT3126-P02,제품,25990,86.86,0.653 x 1373 x C,13020.0,13020,12979,AH,335.0,150.0,343.0,154.0,340.0,149.0,339,151,OO제철(주)XX,1,0
5,44342,0.6,1581.9,1373.0,208.9000000000001,0.6≤t＜0.7,1300≤w＜1400,6mm↑,일반,GI 오일링,240,1668,20210526,STL,DP210517284,OO철강(주)XX공장,21/BAT3128-C01,임가공,GI,Skelp,FEP05+Z,0.652 x 1581.9 x C,1,29260,3652.0,21/BAT3128-P02,제품,25400,86.81,0.652 x 1373 x C,12720.0,12720,12698,AH,335.0,153.0,336.0,151.0,338.0,151.0,336,152,OO제철(주)XX,1,0
2,44242,0.6,889.0,870.0,19.0,0.6≤t＜0.7,800≤w＜900,6mm↑,일반,GI 오일링,200,560,20210215,STL,DP210208150,OO철강(주)XX공장,21/BAQ7573-C01,임가공,GI,Skelp,PSA-ES+Z,0.679 x 889 x C,1,15210,3242.0,21/BAQ7573-P01,제품,14900,97.96,0.679 x 870 x C,14900.0,14900,14885,QG,243.0,150.0,267.0,150.0,307.0,147.0,272,149,OO제철(주)XX,1,0
